date,site,parameter,index_value,description,health_advisory,health_effects
1/25/2018,Lawrenceville 2,SO2,1,Good,,
1/25/2018,South Fayette,SO2,1,Good,,
1/25/2018,Harrison Township,NO2,13,Good,,
1/25/2018,Harrison Township,OZONE,27,Good,,
1/25/2018,Flag Plaza,PM10,16,Good,,
1/25/2018,Lincoln,PM25,27,Good,,
1/25/2018,North Braddock,SO2,0,Good,,
1/26/2018,Parkway East,NO2,23,Good,,
1/26/2018,Parkway East,CO,4,Good,,
1/26/2018,Glassport High Street,PM10,27,Good,,
1/26/2018,Lawrenceville 2,CO,8,Good,,
1/26/2018,Lawrenceville,OZONE,28,Good,,
1/26/2018,Liberty 2,PM10,28,Good,,
1/26/2018,Liberty 2,PM25T,95,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/26/2018,Parkway East,PM25T,47,Good,,
1/26/2018,Flag Plaza,PM10,29,Good,,
1/26/2018,Lincoln,PM25,85,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/26/2018,Flag Plaza,CO,0,Good,,
1/26/2018,Harrison Township,OZONE,29,Good,,
1/26/2018,South Fayette,OZONE,38,Good,,
1/26/2018,Lawrenceville,PM25B,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/26/2018,Avalon,PM25T,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/26/2018,Avalon,SO2,4,Good,,
1/26/2018,Liberty,SO2,51,Moderate,,
1/26/2018,Harrison Township,NO2,33,Good,,
1/26/2018,North Braddock,SO2,27,Good,,
1/26/2018,North Braddock,PM10B,31,Good,,
1/26/2018,Lincoln,PM10,44,Good,,
1/26/2018,Lawrenceville 2,SO2,5,Good,,
1/26/2018,South Fayette,SO2,1,Good,,
1/27/2018,Parkway East,CO,9,Good,,
1/27/2018,Harrison Township,OZONE,30,Good,,
1/27/2018,Lawrenceville,OZONE,23,Good,,
1/27/2018,South Fayette,OZONE,37,Good,,
1/27/2018,Glassport High Street,PM10,31,Good,,
1/27/2018,Liberty 2,PM25T,85,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/27/2018,Avalon,SO2,0,Good,,
1/27/2018,Liberty,SO2,37,Good,,
1/27/2018,Lawrenceville 2,CO,7,Good,,
1/27/2018,Liberty 2,PM10,34,Good,,
1/27/2018,North Braddock,SO2,46,Good,,
1/27/2018,Harrison Township,NO2,28,Good,,
1/27/2018,Flag Plaza,PM10,30,Good,,
1/27/2018,North Braddock,PM10B,39,Good,,
1/27/2018,Lincoln,PM25,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/27/2018,Parkway East,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/27/2018,Lawrenceville 2,SO2,2,Good,,
1/27/2018,South Fayette,SO2,4,Good,,
1/27/2018,Flag Plaza,CO,0,Good,,
1/27/2018,Lawrenceville,PM25B,46,Good,,
1/27/2018,Avalon,PM25T,38,Good,,
1/27/2018,Parkway East,NO2,21,Good,,
1/27/2018,Lincoln,PM10,44,Good,,
1/28/2018,Harrison Township,NO2,24,Good,,
1/28/2018,Liberty 2,PM25T,38,Good,,
1/28/2018,Liberty,SO2,10,Good,,
1/28/2018,South Fayette,SO2,0,Good,,
1/28/2018,Flag Plaza,CO,0,Good,,
1/28/2018,Harrison Township,OZONE,31,Good,,
1/28/2018,Parkway East,PM25T,47,Good,,
1/28/2018,Avalon,SO2,0,Good,,
1/28/2018,North Braddock,SO2,1,Good,,
1/28/2018,Flag Plaza,PM10,15,Good,,
1/28/2018,Lincoln,PM25,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/28/2018,Avalon,PM25T,50,Good,,
1/28/2018,Lawrenceville 2,CO,5,Good,,
1/28/2018,South Fayette,OZONE,34,Good,,
1/28/2018,Liberty 2,PM10,23,Good,,
1/28/2018,Parkway East,CO,11,Good,,
1/28/2018,Lawrenceville,OZONE,30,Good,,
1/28/2018,Glassport High Street,PM10,12,Good,,
1/28/2018,Parkway East,NO2,28,Good,,
1/28/2018,Lincoln,PM10,24,Good,,
1/28/2018,North Braddock,PM10B,27,Good,,
1/28/2018,Lawrenceville,PM25B,47,Good,,
1/28/2018,Lawrenceville 2,SO2,1,Good,,
1/29/2018,Lawrenceville 2,CO,7,Good,,
1/29/2018,Harrison Township,OZONE,25,Good,,
1/29/2018,Lawrenceville,OZONE,24,Good,,
1/29/2018,Liberty 2,PM10,19,Good,,
1/29/2018,Liberty 2,PM25T,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/29/2018,Parkway East,PM25T,43,Good,,
1/29/2018,Parkway East,CO,9,Good,,
1/29/2018,South Fayette,OZONE,29,Good,,
1/29/2018,Avalon,SO2,3,Good,,
1/29/2018,Lincoln,PM10,44,Good,,
1/29/2018,Avalon,PM25T,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/29/2018,Liberty,SO2,7,Good,,
1/29/2018,Lawrenceville,PM25B,46,Good,,
1/29/2018,Flag Plaza,CO,0,Good,,
1/29/2018,Lawrenceville 2,SO2,4,Good,,
1/29/2018,Harrison Township,NO2,22,Good,,
1/29/2018,Parkway East,NO2,29,Good,,
1/29/2018,North Braddock,SO2,7,Good,,
1/29/2018,Flag Plaza,PM10,24,Good,,
1/29/2018,North Braddock,PM10B,27,Good,,
1/29/2018,Lincoln,PM25,63,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/29/2018,Glassport High Street,PM10,19,Good,,
1/29/2018,South Fayette,SO2,6,Good,,
1/30/2018,Glassport High Street,PM10,16,Good,,
1/30/2018,Lincoln,PM10,27,Good,,
1/30/2018,Lawrenceville 2,CO,2,Good,,
1/30/2018,Parkway East,NO2,26,Good,,
1/30/2018,Lawrenceville,OZONE,31,Good,,
1/30/2018,Liberty 2,PM10,14,Good,,
1/30/2018,Avalon,PM25T,23,Good,,
1/30/2018,Liberty 2,PM25T,13,Good,,
1/30/2018,Parkway East,CO,6,Good,,
1/30/2018,Harrison Township,OZONE,33,Good,,
1/30/2018,South Fayette,OZONE,32,Good,,
1/30/2018,Flag Plaza,PM10,18,Good,,
1/30/2018,Avalon,SO2,0,Good,,
1/30/2018,Harrison Township,NO2,10,Good,,
1/30/2018,Lincoln,PM25,19,Good,,
1/30/2018,Parkway East,PM25T,26,Good,,
1/30/2018,North Braddock,SO2,0,Good,,
1/30/2018,Liberty,SO2,1,Good,,
1/30/2018,South Fayette,SO2,0,Good,,
1/30/2018,Flag Plaza,CO,0,Good,,
1/30/2018,Lawrenceville 2,SO2,1,Good,,
1/30/2018,North Braddock,PM10B,23,Good,,
1/30/2018,Lawrenceville,PM25B,22,Good,,
1/31/2018,Lawrenceville 2,CO,4,Good,,
1/31/2018,Liberty 2,PM10,29,Good,,
1/31/2018,Lincoln,PM10,15,Good,,
1/31/2018,Lincoln,PM25,41,Good,,
1/31/2018,Liberty,SO2,33,Good,,
1/31/2018,Parkway East,CO,9,Good,,
1/31/2018,Harrison Township,OZONE,27,Good,,
1/31/2018,South Fayette,OZONE,33,Good,,
1/31/2018,Flag Plaza,PM10,19,Good,,
1/31/2018,Avalon,PM25T,33,Good,,
1/31/2018,Avalon,SO2,1,Good,,
1/31/2018,Lawrenceville,OZONE,25,Good,,
1/31/2018,Glassport High Street,PM10,15,Good,,
1/31/2018,North Braddock,PM10B,36,Good,,
1/31/2018,South Fayette,SO2,1,Good,,
1/31/2018,Flag Plaza,CO,0,Good,,
1/31/2018,Parkway East,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
1/31/2018,Lawrenceville 2,SO2,2,Good,,
1/31/2018,Harrison Township,NO2,46,Good,,
1/31/2018,Parkway East,NO2,30,Good,,
1/31/2018,North Braddock,SO2,36,Good,,
1/31/2018,Lawrenceville,PM25B,35,Good,,
1/31/2018,Liberty 2,PM25T,81,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2/1/2018,North Braddock,PM10B,37,Good,,
2/1/2018,Lincoln,PM25,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2/1/2018,Parkway East,PM25T,38,Good,,
2/1/2018,Liberty,SO2,31,Good,,
2/1/2018,Harrison Township,NO2,27,Good,,
2/1/2018,North Braddock,SO2,24,Good,,
2/1/2018,South Fayette,SO2,1,Good,,
2/1/2018,Liberty 2,PM25T,45,Good,,
2/1/2018,Parkway East,CO,4,Good,,
2/1/2018,Harrison Township,OZONE,30,Good,,
2/1/2018,South Fayette,OZONE,31,Good,,
2/1/2018,Flag Plaza,PM10,20,Good,,
2/1/2018,Avalon,PM25T,40,Good,,
2/1/2018,Avalon,SO2,1,Good,,
2/1/2018,Lawrenceville,OZONE,26,Good,,
2/1/2018,Glassport High Street,PM10,14,Good,,
2/1/2018,Lawrenceville,PM25B,33,Good,,
2/1/2018,Lawrenceville 2,CO,4,Good,,
2/1/2018,Parkway East,NO2,12,Good,,
2/1/2018,Liberty 2,PM10,30,Good,,
2/1/2018,Lincoln,PM10,33,Good,,
2/1/2018,Flag Plaza,CO,0,Good,,
2/1/2018,Lawrenceville 2,SO2,2,Good,,
2/2/2018,Parkway East,CO,5,Good,,
2/2/2018,Harrison Township,OZONE,31,Good,,
2/2/2018,Flag Plaza,PM10,14,Good,,
2/2/2018,Lincoln,PM25,21,Good,,
2/2/2018,Avalon,PM25T,23,Good,,
2/2/2018,Liberty 2,PM25T,19,Good,,
2/2/2018,Liberty 2,PM10,8,Good,,
2/2/2018,Lincoln,PM10,29,Good,,
2/2/2018,South Fayette,SO2,1,Good,,
2/2/2018,Flag Plaza,CO,0,Good,,
2/2/2018,South Fayette,OZONE,31,Good,,
2/2/2018,Avalon,SO2,0,Good,,
2/2/2018,Liberty,SO2,1,Good,,
2/2/2018,Lawrenceville,PM25B,30,Good,,
2/2/2018,Parkway East,PM25T,36,Good,,
2/2/2018,Harrison Township,NO2,10,Good,,
2/2/2018,Parkway East,NO2,13,Good,,
2/2/2018,Lawrenceville 2,SO2,1,Good,,
2/2/2018,North Braddock,SO2,0,Good,,
2/2/2018,Glassport High Street,PM10,7,Good,,
2/2/2018,Lawrenceville 2,CO,2,Good,,
2/2/2018,Lawrenceville,OZONE,29,Good,,
2/2/2018,North Braddock,PM10B,16,Good,,
2/3/2018,Lawrenceville 2,CO,2,Good,,
2/3/2018,Lawrenceville,OZONE,29,Good,,
2/3/2018,Liberty 2,PM10,11,Good,,
2/3/2018,Lawrenceville,PM25B,41,Good,,
2/3/2018,Lincoln,PM10,19,Good,,
2/3/2018,Flag Plaza,PM10,15,Good,,
2/3/2018,Lincoln,PM25,35,Good,,
2/3/2018,Avalon,PM25T,28,Good,,
2/3/2018,Parkway East,CO,5,Good,,
2/3/2018,Harrison Township,OZONE,31,Good,,
2/3/2018,South Fayette,OZONE,34,Good,,
2/3/2018,Avalon,SO2,1,Good,,
2/3/2018,North Braddock,PM10B,30,Good,,
2/3/2018,Liberty 2,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2/3/2018,Parkway East,PM25T,33,Good,,
2/3/2018,Lawrenceville 2,SO2,2,Good,,
2/3/2018,North Braddock,SO2,29,Good,,
2/3/2018,South Fayette,SO2,1,Good,,
2/3/2018,Flag Plaza,CO,0,Good,,
2/3/2018,Glassport High Street,PM10,9,Good,,
2/3/2018,Liberty,SO2,13,Good,,
2/3/2018,Harrison Township,NO2,25,Good,,
2/3/2018,Parkway East,NO2,24,Good,,
2/4/2018,Lincoln,PM10,15,Good,,
2/4/2018,Lincoln,PM25,47,Good,,
2/4/2018,Liberty 2,PM25T,32,Good,,
2/4/2018,Flag Plaza,PM10,11,Good,,
2/4/2018,North Braddock,PM10B,32,Good,,
2/4/2018,Avalon,PM25T,28,Good,,
2/4/2018,South Fayette,SO2,1,Good,,
2/4/2018,Parkway East,CO,6,Good,,
2/4/2018,Glassport High Street,PM10,12,Good,,
2/4/2018,Lawrenceville 2,CO,3,Good,,
2/4/2018,Lawrenceville,OZONE,31,Good,,
2/4/2018,Liberty 2,PM10,12,Good,,
2/4/2018,Lawrenceville 2,SO2,1,Good,,
2/4/2018,Harrison Township,NO2,21,Good,,
2/4/2018,Parkway East,NO2,13,Good,,
2/4/2018,North Braddock,SO2,46,Good,,
2/4/2018,Flag Plaza,CO,0,Good,,
2/4/2018,Harrison Township,OZONE,32,Good,,
2/4/2018,South Fayette,OZONE,34,Good,,
2/4/2018,Parkway East,PM25T,38,Good,,
2/4/2018,Avalon,SO2,1,Good,,
2/4/2018,Liberty,SO2,19,Good,,
2/4/2018,Lawrenceville,PM25B,31,Good,,
2/5/2018,Flag Plaza,PM10,16,Good,,
2/5/2018,North Braddock,PM10B,19,Good,,
2/5/2018,Lawrenceville 2,SO2,2,Good,,
2/5/2018,Lincoln,PM10,15,Good,,
2/5/2018,Liberty 2,PM25T,28,Good,,
2/5/2018,South Fayette,SO2,3,Good,,
2/5/2018,Parkway East,CO,4,Good,,
2/5/2018,Harrison Township,OZONE,32,Good,,
2/5/2018,South Fayette,OZONE,33,Good,,
2/5/2018,Lincoln,PM25,30,Good,,
2/5/2018,Avalon,SO2,3,Good,,
2/5/2018,Lawrenceville 2,CO,2,Good,,
2/5/2018,Liberty 2,PM10,6,Good,,
2/5/2018,Lawrenceville,PM25B,27,Good,,
2/5/2018,Avalon,PM25T,27,Good,,
2/5/2018,Flag Plaza,CO,0,Good,,
2/5/2018,Lawrenceville,OZONE,31,Good,,
2/5/2018,Glassport High Street,PM10,8,Good,,
2/5/2018,Parkway East,PM25T,31,Good,,
2/5/2018,Liberty,SO2,3,Good,,
2/5/2018,Harrison Township,NO2,13,Good,,
2/5/2018,Parkway East,NO2,15,Good,,
2/5/2018,North Braddock,SO2,1,Good,,
2/6/2018,Lincoln,PM10,14,Good,,
2/6/2018,Liberty 2,PM25T,49,Good,,
2/6/2018,South Fayette,SO2,1,Good,,
2/6/2018,Flag Plaza,PM10,19,Good,,
2/6/2018,North Braddock,PM10B,19,Good,,
2/6/2018,Avalon,PM25T,48,Good,,
2/6/2018,Harrison Township,NO2,18,Good,,
2/6/2018,Harrison Township,OZONE,25,Good,,
2/6/2018,Lincoln,PM25,37,Good,,
2/6/2018,North Braddock,SO2,1,Good,,
2/6/2018,Flag Plaza,CO,0,Good,,
2/6/2018,South Fayette,OZONE,28,Good,,
2/6/2018,Lawrenceville,PM25B,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2/6/2018,Parkway East,PM25T,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2/6/2018,Avalon,SO2,0,Good,,
2/6/2018,Lawrenceville 2,SO2,2,Good,,
2/6/2018,Liberty,SO2,4,Good,,
2/6/2018,Lawrenceville 2,CO,3,Good,,
2/6/2018,Parkway East,CO,9,Good,,
2/6/2018,Parkway East,NO2,20,Good,,
2/6/2018,Lawrenceville,OZONE,24,Good,,
2/6/2018,Glassport High Street,PM10,10,Good,,
2/6/2018,Liberty 2,PM10,10,Good,,
2/7/2018,Flag Plaza,CO,0,Good,,
2/7/2018,South Fayette,OZONE,38,Good,,
2/7/2018,Lawrenceville,PM25B,53,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2/7/2018,Avalon,SO2,0,Good,,
2/7/2018,Liberty 2,PM25T,46,Good,,
2/7/2018,Lincoln,PM10,12,Good,,
2/7/2018,South Fayette,SO2,4,Good,,
2/7/2018,Harrison Township,OZONE,36,Good,,
2/7/2018,Lincoln,PM25,33,Good,,
2/7/2018,Parkway East,CO,5,Good,,
2/7/2018,Parkway East,PM25T,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2/7/2018,Lawrenceville 2,SO2,1,Good,,
2/7/2018,Flag Plaza,PM10,19,Good,,
2/7/2018,North Braddock,PM10B,19,Good,,
2/7/2018,Lawrenceville 2,CO,3,Good,,
2/7/2018,Harrison Township,NO2,10,Good,,
2/7/2018,Parkway East,NO2,17,Good,,
2/7/2018,Lawrenceville,OZONE,32,Good,,
2/7/2018,Liberty 2,PM10,10,Good,,
2/7/2018,North Braddock,SO2,1,Good,,
2/7/2018,Glassport High Street,PM10,10,Good,,
2/7/2018,Avalon,PM25T,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2/7/2018,Liberty,SO2,1,Good,,
2/8/2018,Lincoln,PM10,22,Good,,
2/8/2018,North Braddock,PM10B,16,Good,,
2/8/2018,South Fayette,SO2,3,Good,,
2/8/2018,Lawrenceville 2,CO,3,Good,,
2/8/2018,Parkway East,NO2,24,Good,,
2/8/2018,Lawrenceville,OZONE,23,Good,,
2/8/2018,Liberty 2,PM10,10,Good,,
2/8/2018,Parkway East,CO,5,Good,,
2/8/2018,Glassport High Street,PM10,10,Good,,
2/8/2018,Lincoln,PM25,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2/8/2018,Avalon,PM25T,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2/8/2018,Liberty 2,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
2/8/2018,Liberty,SO2,3,Good,,
2/8/2018,Harrison Township,NO2,18,Good,,
2/8/2018,North Braddock,SO2,0,Good,,
2/8/2018,Flag Plaza,CO,0,Good,,
2/8/2018,Harrison Township,OZONE,33,Good,,
2/8/2018,South Fayette,OZONE,34,Good,,
2/8/2018,Flag Plaza,PM10,11,Good,,
2/8/2018,Lawrenceville,PM25B,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
